"","gene_name","KO_ID","gene_des","EC","ENTREZID","pathway_id","pathway_name","level1_pathway_name","level2_pathway_name"
"171","GFUS","K02377","GDP-L-fucose synthase","1.1.1.271","7264","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"172","FPGT","K00976","fucose-1-phosphate guanylyltransferase","2.7.7.30","8790","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"173","FCSK","K05305","fucose kinase","2.7.1.52","197258","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"174","ENOSF1","K18334","enolase superfamily member 1","4.2.1.68","55556","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"175","HK3","K00844","hexokinase 3","2.7.1.1","3101","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"176","HK1","K00844","hexokinase 1","2.7.1.1","3098","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"177","HK2","K00844","hexokinase 2","2.7.1.1","3099","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"178","HKDC1","K00844","hexokinase domain containing 1","2.7.1.1","80201","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"179","PFKM","K00850","phosphofructokinase, muscle","2.7.1.11","5213","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"180","PFKP","K00850","phosphofructokinase, platelet","2.7.1.11","5214","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"181","PFKL","K00850","phosphofructokinase, liver type","2.7.1.11","5211","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"182","FBP1","K03841","fructose-bisphosphatase 1","3.1.3.11","2203","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"183","FBP2","K03841","fructose-bisphosphatase 2","3.1.3.11","8789","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"184","PFKFB1","K19028","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1","2.7.1.105 3.1.3.46","5207","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"185","PFKFB2","K19029","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2","2.7.1.105 3.1.3.46","5208","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"186","PFKFB3","K01103","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3","2.7.1.105 3.1.3.46","5209","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"187","PFKFB4","K19030","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4","2.7.1.105 3.1.3.46","5210","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"188","TIGAR","K14634","TP53 induced glycolysis regulatory phosphatase","3.1.3.46","57103","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"189","KHK","K00846","ketohexokinase","2.7.1.3","3795","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"190","SORD","K00008","sorbitol dehydrogenase","1.1.1.14","6652","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"191","AKR1B1","K00011","aldo-keto reductase family 1 member B","1.1.1.21","231","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"192","AKR1B10","K00011","aldo-keto reductase family 1 member B10","1.1.1.21","57016","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"193","AKR1B15","K00011","aldo-keto reductase family 1 member B15","1.1.1.21","441282","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"194","ALDOC","K01623","aldolase, fructose-bisphosphate C","4.1.2.13","230","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"195","ALDOA","K01623","aldolase, fructose-bisphosphate A","4.1.2.13","226","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"196","ALDOB","K01623","aldolase, fructose-bisphosphate B","4.1.2.13","229","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"197","TPI1","K01803","triosephosphate isomerase 1","5.3.1.1","7167","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"198","TKFC","K00863","triokinase and FMN cyclase","2.7.1.28 2.7.1.29 4.6.1.15","26007","hsa00051","Fructose and mannose metabolism","Metabolism","Carbohydrate metabolism"
"199","GALM","K01785","galactose mutarotase","5.1.3.3","130589","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"200","GALK1","K00849","galactokinase 1","2.7.1.6","2584","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"201","GALT","K00965","galactose-1-phosphate uridylyltransferase","2.7.7.12","2592","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"202","GALE","K01784","UDP-galactose-4-epimerase","5.1.3.2","2582","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"203","UGP2","K00963","UDP-glucose pyrophosphorylase 2","2.7.7.9","7360","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"204","PGM1","K01835","phosphoglucomutase 1","5.4.2.2","5236","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"205","PGM2","K15779","phosphoglucomutase 2","5.4.2.2 5.4.2.7","55276","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"206","HK3","K00844","hexokinase 3","2.7.1.1","3101","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"207","HK1","K00844","hexokinase 1","2.7.1.1","3098","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"208","HK2","K00844","hexokinase 2","2.7.1.1","3099","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"209","HKDC1","K00844","hexokinase domain containing 1","2.7.1.1","80201","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"210","GCK","K12407","glucokinase","2.7.1.2","2645","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"211","G6PC1","K01084","glucose-6-phosphatase catalytic subunit 1","3.1.3.9","2538","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"212","G6PC2","K01084","glucose-6-phosphatase catalytic subunit 2","3.1.3.9","57818","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"213","G6PC3","K01084","glucose-6-phosphatase catalytic subunit 3","3.1.3.9","92579","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"214","GLB1","K12309","galactosidase beta 1","3.2.1.23","2720","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"215","LCT","K01229","lactase","3.2.1.108 3.2.1.62","3938","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"216","LALBA","K00704","lactalbumin alpha","2.4.1.22","3906","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"217","B4GALT1","K07966","beta-1,4-galactosyltransferase 1","2.4.1.22 2.4.1.90 2.4.1.38 2.4.1.-","2683","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"218","B4GALT2","K07967","beta-1,4-galactosyltransferase 2","2.4.1.22 2.4.1.90 2.4.1.38 2.4.1.-","8704","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"219","GLA","K01189","galactosidase alpha","3.2.1.22","2717","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"220","AKR1B1","K00011","aldo-keto reductase family 1 member B","1.1.1.21","231","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"221","AKR1B10","K00011","aldo-keto reductase family 1 member B10","1.1.1.21","57016","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"222","AKR1B15","K00011","aldo-keto reductase family 1 member B15","1.1.1.21","441282","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"223","PFKM","K00850","phosphofructokinase, muscle","2.7.1.11","5213","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"224","PFKP","K00850","phosphofructokinase, platelet","2.7.1.11","5214","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"225","PFKL","K00850","phosphofructokinase, liver type","2.7.1.11","5211","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"226","MGAM","K12047","maltase-glucoamylase","3.2.1.20 3.2.1.3","8972","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"227","MGAM2","K12047","maltase-glucoamylase 2 (putative)","3.2.1.20 3.2.1.3","93432","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"228","GAA","K12316","alpha glucosidase","3.2.1.20","2548","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"229","GANC","K12317","glucosidase alpha, neutral C","3.2.1.20","2595","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"230","SI","K01203","sucrase-isomaltase","3.2.1.48 3.2.1.10","6476","hsa00052","Galactose metabolism","Metabolism","Carbohydrate metabolism"
"231","UGDH","K00012","UDP-glucose 6-dehydrogenase","1.1.1.22","7358","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"232","UGT2A1","K00699","UDP glucuronosyltransferase family 2 member A1 complex locus","2.4.1.17","10941","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"233","UGT2A3","K00699","UDP glucuronosyltransferase family 2 member A3","2.4.1.17","79799","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"234","UGT2B17","K00699","UDP glucuronosyltransferase family 2 member B17","2.4.1.17","7367","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"235","UGT2B11","K00699","UDP glucuronosyltransferase family 2 member B11","2.4.1.17","10720","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"236","UGT2B28","K00699","UDP glucuronosyltransferase family 2 member B28","2.4.1.17","54490","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"237","UGT1A6","K00699","UDP glucuronosyltransferase family 1 member A6","2.4.1.17","54578","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"238","UGT1A4","K00699","UDP glucuronosyltransferase family 1 member A4","2.4.1.17","54657","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"239","UGT1A1","K00699","UDP glucuronosyltransferase family 1 member A1","2.4.1.17","54658","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"240","UGT1A3","K00699","UDP glucuronosyltransferase family 1 member A3","2.4.1.17","54659","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"241","UGT2B10","K00699","UDP glucuronosyltransferase family 2 member B10","2.4.1.17","7365","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"242","UGT1A9","K00699","UDP glucuronosyltransferase family 1 member A9","2.4.1.17","54600","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"243","UGT2B7","K00699","UDP glucuronosyltransferase family 2 member B7","2.4.1.17","7364","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"244","UGT1A10","K00699","UDP glucuronosyltransferase family 1 member A10","2.4.1.17","54575","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"245","UGT1A8","K00699","UDP glucuronosyltransferase family 1 member A8","2.4.1.17","54576","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"246","UGT1A5","K00699","UDP glucuronosyltransferase family 1 member A5","2.4.1.17","54579","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"247","UGT2B15","K00699","UDP glucuronosyltransferase family 2 member B15","2.4.1.17","7366","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"248","UGT1A7","K00699","UDP glucuronosyltransferase family 1 member A7","2.4.1.17","54577","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"249","UGT2B4","K00699","UDP glucuronosyltransferase family 2 member B4","2.4.1.17","7363","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"250","UGT2A2","K00699","UDP glucuronosyltransferase family 2 member A2","2.4.1.17","574537","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"251","GUSB","K01195","glucuronidase beta","3.2.1.31","2990","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"252","KL","K14756","klotho","3.2.1.31","9365","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"253","MIOX","K00469","myo-inositol oxygenase","1.13.99.1","55586","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"254","AKR1A1","K00002","aldo-keto reductase family 1 member A1","1.1.1.2","10327","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"255","RGN","K01053","regucalcin","3.1.1.17","9104","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"256","ALDH2","K00128","aldehyde dehydrogenase 2 family member","1.2.1.3","217","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"257","ALDH3A2","K00128","aldehyde dehydrogenase 3 family member A2","1.2.1.3","224","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"258","ALDH1B1","K00128","aldehyde dehydrogenase 1 family member B1","1.2.1.3","219","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"259","ALDH7A1","K14085","aldehyde dehydrogenase 7 family member A1","1.2.1.31 1.2.1.8 1.2.1.3","501","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"260","ALDH9A1","K00149","aldehyde dehydrogenase 9 family member A1","1.2.1.47 1.2.1.3","223","hsa00053","Ascorbate and aldarate metabolism","Metabolism","Carbohydrate metabolism"
"261","MGAM","K12047","maltase-glucoamylase","3.2.1.20 3.2.1.3","8972","hsa00500","Starch and sucrose metabolism","Metabolism","Carbohydrate metabolism"
"262","MGAM2","K12047","maltase-glucoamylase 2 (putative)","3.2.1.20 3.2.1.3","93432","hsa00500","Starch and sucrose metabolism","Metabolism","Carbohydrate metabolism"
"263","GAA","K12316","alpha glucosidase","3.2.1.20","2548","hsa00500","Starch and sucrose metabolism","Metabolism","Carbohydrate metabolism"
"264","GANC","K12317","glucosidase alpha, neutral C","3.2.1.20","2595","hsa00500","Starch and sucrose metabolism","Metabolism","Carbohydrate metabolism"
"265","SI","K01203","sucrase-isomaltase","3.2.1.48 3.2.1.10","6476","hsa00500","Starch and sucrose metabolism","Metabolism","Carbohydrate metabolism"
"266","UGP2","K00963","UDP-glucose pyrophosphorylase 2","2.7.7.9","7360","hsa00500","Starch and sucrose metabolism","Metabolism","Carbohydrate metabolism"
"267","ENPP1","K01513","ectonucleotide pyrophosphatase/phosphodiesterase 1","3.1.4.1 3.6.1.9","5167","hsa00500","Starch and sucrose metabolism","Metabolism","Carbohydrate metabolism"
"268","ENPP3","K01513","ectonucleotide pyrophosphatase/phosphodiesterase 3","3.1.4.1 3.6.1.9","5169","hsa00500","Starch and sucrose metabolism","Metabolism","Carbohydrate metabolism"
"269","GBA3","K05350","glucosylceramidase beta 3 (gene/pseudogene)","3.2.1.21","57733","hsa00500","Starch and sucrose metabolism","Metabolism","Carbohydrate metabolism"
"270","GYS2","K00693","glycogen synthase 2","2.4.1.11","2998","hsa00500","Starch and sucrose metabolism","Metabolism","Carbohydrate metabolism"
"271","GYS1","K00693","glycogen synthase 1","2.4.1.11","2997","hsa00500","Starch and sucrose metabolism","Metabolism","Carbohydrate metabolism"
"272","GYG1","K00750","glycogenin 1","2.4.1.186","2992","hsa00500","Starch and sucrose metabolism","Metabolism","Carbohydrate metabolism"
"273","GYG2","K00750","glycogenin 2","2.4.1.186","8908","hsa00500","Starch and sucrose metabolism","Metabolism","Carbohydrate metabolism"
"274","GBE1","K00700","1,4-alpha-glucan branching enzyme 1","2.4.1.18","2632","hsa00500","Starch and sucrose metabolism","Metabolism","Carbohydrate metabolism"
"275","PYGL","K00688","glycogen phosphorylase L","2.4.1.1","5836","hsa00500","Starch and sucrose metabolism","Metabolism","Carbohydrate metabolism"
"276","PYGM","K00688","glycogen phosphorylase, muscle associated","2.4.1.1","5837","hsa00500","Starch and sucrose metabolism","Metabolism","Carbohydrate metabolism"
"277","PYGB","K00688","glycogen phosphorylase B","2.4.1.1","5834","hsa00500","Starch and sucrose metabolism","Metabolism","Carbohydrate metabolism"
"278","AGL","K01196","amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase","2.4.1.25 3.2.1.33","178","hsa00500","Starch and sucrose metabolism","Metabolism","Carbohydrate metabolism"
"279","AMY1C","K01176","amylase alpha 1C","3.2.1.1","278","hsa00500","Starch and sucrose metabolism","Metabolism","Carbohydrate metabolism"
"280","AMY2A","K01176","amylase alpha 2A","3.2.1.1","279","hsa00500","Starch and sucrose metabolism","Metabolism","Carbohydrate metabolism"
